Title,Authors,Keywords,Date,Abstract,Language,Citations,tokens
A methodology for provision of sustainable information systems security,"['Likar B.', 'Trcek D.']","['company culture', 'human factors', 'innovation', 'IS management', 'policy', 'security']",2012,"Information represents one of the most important factors in the success of any enterprise today. Moreover, confidential information is becoming increasingly integrated into complex info-innovation solutions and is accordingly exposed to novel means of manipulation and theft. The legal requirements concerning information security (IS) policies in organizations are mainly based on reactive approaches that follow the standards applied in this area and are regularly updated every few years. However, a complementary approach that takes into account a fast-changing information/innovation security threats landscape and that is of proactive nature is required. Such an approach is presented in this article by linking the information security field with the field of innovation management.",en,1,"['information', 'represents', 'one', 'important', 'factor', 'success', 'enterprise', 'today', 'moreover', 'confidential', 'information', 'becoming', 'increasingly', 'integrated', 'complex', 'info-innovation', 'solution', 'accordingly', 'exposed', 'novel', 'mean', 'manipulation', 'theft', 'legal', 'requirement', 'concerning', 'information', 'security', 'policy', 'organization', 'mainly', 'based', 'reactive', 'approach', 'follow', 'standard', 'applied', 'area', 'regularly', 'updated', 'every', 'year', 'however', 'complementary', 'approach', 'take', 'account', 'fast-changing', 'information', 'security', 'threat', 'landscape', 'proactive', 'nature', 'required', 'approach', 'presented', 'article', 'linking', 'information', 'security', 'field', 'field', 'management', 'take account']"
Sliding suffix tree,"['Brodnik A.', 'Jekovec M.']","['Online pattern matching', 'Sliding window', 'Suffix tree']",2018,"We consider a sliding windowW over a stream of characters from some alphabet of constant size. We want to look up a pattern in the current sliding window content and obtain all positions of the matches. We present an indexed version of the sliding window, based on a suffix tree. The data structure of size Θ(|W|) has optimal time queries Θ(m + occ) and amortized constant time updates, where m is the length of the query string and occ is its number of occurrences.",en,0,"['consider', 'sliding', 'windoww', 'stream', 'character', 'alphabet', 'constant', 'size', 'want', 'look', 'pattern', 'current', 'sliding', 'window', 'content', 'obtain', 'position', 'match', 'present', 'indexed', 'version', 'sliding', 'window', 'based', 'suffix', 'tree', 'data', 'structure', 'size', 'optimal', 'time', 'query', 'occ', 'amortized', 'constant', 'time', 'update', 'length', 'query', 'string', 'occ', 'number', 'occurrence']"
A data mining library for miRNA annotation and analysis,"['Nuzzo A.', 'Beretta R.', 'Mulas F.', 'Roobrouck V.', 'Verfaillie C.', 'Zupan B.', 'Bellazzi R.']","['annotation tools', 'Data Mining', 'miRNA analysis']",2011,"Understanding the key role that miRNAs play in the regulation of gene expression is one of the most important challenges in modern molecular biology. Standard gene set enrichment analysis (GSEA) is not appropriate in this context, due to the low specificity of the relation between miRNAs and their target genes. We developed alternative strategies to gain better insights in the differences in biological processes involved in different experimental conditions. We here describe a novel method to analyze and interpret miRNA expression data correctly, and demonstrate that annotating miRNA directly to biological processes through their target genes (which is nevertheless the only way possible) is a non-trivial task. We are currently employing the same strategy to relate miRNA expression patterns directly to pathway information, to generate new hypotheses, which may be relevant for the interpretation of their role in the gene expression regulatory processes.",en,1,"['understanding', 'key', 'role', 'mirnas', 'play', 'regulation', 'gene', 'expression', 'one', 'important', 'challenge', 'modern', 'molecular', 'biology', 'standard', 'gene', 'set', 'enrichment', 'gsea', 'appropriate', 'context', 'due', 'low', 'specificity', 'relation', 'mirnas', 'target', 'gene', 'developed', 'alternative', 'strategy', 'gain', 'better', 'insight', 'difference', 'biological', 'process', 'involved', 'different', 'experimental', 'condition', 'describe', 'novel', 'analyze', 'interpret', 'mirna', 'expression', 'data', 'correctly', 'demonstrate', 'annotating', 'mirna', 'directly', 'biological', 'process', 'target', 'gene', 'nevertheless', 'way', 'possible', 'non-trivial', 'task', 'currently', 'employing', 'strategy', 'relate', 'mirna', 'expression', 'pattern', 'directly', 'pathway', 'information', 'generate', 'new', 'hypothesis', 'may', 'relevant', 'interpretation', 'role', 'gene', 'expression', 'regulatory', 'process']"
Brain metastases in lung adenocarcinoma: Impact of EGFR mutation status on incidence and survival,"['Stanic K.', 'Zwitter M.', 'Hitij N.T.', 'Kern I.', 'Sadikov A.', 'Cufer T.']","['Brain metastases', 'EGFR mutations', 'Lung adenocarcinoma']",2014,"Background. The brain represents a frequent progression site in lung adenocarcinoma. This study was designed to analyse the association between the epidermal growth factor receptor (EGFR) mutation status and the frequency of brain metastases (BM) and survival in routine clinical practice. Patients and methods. We retrospectively analysed the medical records of 629 patients with adenocarcinoma in Slovenia who were tested for EGFR mutations in order to analyse the cumulative incidence of BM, the time from the diagnosis to the development of BM (TDBM), the time from BM to death (TTD) and the median survival. Results. Out of 629 patients, 168 (27%) had BM, 90 patients already at the time of diagnosis. Additional 78 patients developed BM after a median interval of 14.3 months; 25.8 months in EGFR positive and 11.8 months in EGFR negative patients, respectively (p = 0.002). EGFR mutations were present in 47 (28%) patients with BM. The curves for cumulative incidence of BM in EGFR positive and negative patients demonstrate a trend for a higher incidence of BM in EGFR mutant patients at diagnosis (19% vs. 13%, p = 0.078), but no difference later during the course of the disease. The patients with BM at diagnosis had a statistically longer TTD (7.3 months) than patients who developed BM later (3.1 months). The TTD in EGFR positive patients with BM at diagnosis was longer than in EGFR negative patients (12.6 vs. 6.8, p = 0.005), while there was no impact of EGFR status on the TTD of patients who developed BM later. Conclusions. Except for a non-significant increase of frequency of BM at diagnosis in EGFR positive patients, EGFR status had no influence upon the cumulative incidence of BM. EGFR positive patients had a longer time to CNS progression. While EGFR positive patients with BM at diagnosis had a longer survival, EGFR status had no influence on TTD in patients who developed BM later during the course of disease.",en,26,"['background', 'brain', 'represents', 'frequent', 'progression', 'site', 'lung', 'adenocarcinoma', 'designed', 'analyse', 'association', 'epidermal', 'growth', 'factor', 'receptor', 'egfr', 'mutation', 'status', 'frequency', 'brain', 'metastasis', 'bm', 'survival', 'routine', 'clinical', 'practice', 'patient', 'retrospectively', 'analysed', 'medical', 'record', 'patient', 'adenocarcinoma', 'slovenia', 'tested', 'egfr', 'mutation', 'order', 'analyse', 'cumulative', 'incidence', 'bm', 'time', 'diagnosis', 'development', 'bm', 'tdbm', 'time', 'bm', 'death', 'ttd', 'median', 'survival', 'patient', 'bm', 'patient', 'already', 'time', 'diagnosis', 'additional', 'patient', 'developed', 'bm', 'median', 'interval', 'month', 'month', 'egfr', 'positive', 'month', 'egfr', 'negative', 'patient', 'respectively', 'egfr', 'mutation', 'present', 'patient', 'bm', 'curve', 'cumulative', 'incidence', 'bm', 'egfr', 'positive', 'negative', 'patient', 'demonstrate', 'trend', 'higher', 'incidence', 'bm', 'egfr', 'mutant', 'patient', 'diagnosis', 'difference', 'later', 'course', 'disease', 'patient', 'bm', 'diagnosis', 'statistically', 'longer', 'ttd', 'month', 'patient', 'developed', 'bm', 'later', 'month', 'ttd', 'egfr', 'positive', 'patient', 'bm', 'diagnosis', 'longer', 'egfr', 'negative', 'patient', 'impact', 'egfr', 'status', 'ttd', 'patient', 'developed', 'bm', 'later', 'conclusion', 'except', 'non-significant', 'increase', 'frequency', 'bm', 'diagnosis', 'egfr', 'positive', 'patient', 'egfr', 'status', 'influence', 'upon', 'cumulative', 'incidence', 'bm', 'egfr', 'positive', 'patient', 'longer', 'time', 'cns', 'progression', 'egfr', 'positive', 'patient', 'bm', 'diagnosis', 'longer', 'survival', 'egfr', 'status', 'influence', 'ttd', 'patient', 'developed', 'bm', 'later', 'course', 'disease', 'egfr mutation', 'egfr mutation', 'egfr mutation']"
Boids with a fuzzy way of thinking,"['Lebar Bajec I.', 'Mraz M.', 'Zimic N.']","['Animat', 'Behavioral animation', 'Bird', 'Boid', 'Flock', 'Fuzzy logic']",2003,"The increase of the processing power of personal computers in the last decade resulted in a notable progress of the artificial animal (animat) construction and simulation field. Regardless of the achieved results the coding of an animal's behavior can, to someone unfamiliar with physics of motion and robotics, seem like pure witchcraft. Not to mention the wealth of ethological knowledge required regarding the behavior of the animal that is being modeled. In this article we suggest the use of fuzzy logic as the basis of an animat's decision about its next step. We hypothesize that by using linguistic programming based on common sense unclear and even partially contradictory knowledge of the animal's behavior, we can achieve comparable if not even better simulation results than with the classical crisp implementation. The following article presents an investigation of our theories on the case of a boid - a special type of animat - limiting itself on the boid's urge of alignment with its flockmates.",en,11,"['increase', 'processing', 'power', 'personal', 'computer', 'last', 'decade', 'resulted', 'notable', 'progress', 'artificial', 'animal', 'animat', 'construction', 'simulation', 'field', 'regardless', 'achieved', 'coding', 'animal', 'behavior', 'someone', 'unfamiliar', 'physic', 'motion', 'robotics', 'seem', 'like', 'pure', 'witchcraft', 'mention', 'wealth', 'ethological', 'knowledge', 'required', 'regarding', 'behavior', 'animal', 'modeled', 'article', 'suggest', 'use', 'fuzzy', 'logic', 'basis', 'animat', 'decision', 'next', 'step', 'hypothesize', 'using', 'linguistic', 'programming', 'based', 'common', 'sense', 'unclear', 'even', 'partially', 'contradictory', 'knowledge', 'animal', 'behavior', 'achieve', 'comparable', 'even', 'better', 'simulation', 'classical', 'crisp', 'implementation', 'following', 'article', 'present', 'investigation', 'theory', 'case', 'boid', 'special', 'type', 'animat', 'limiting', 'boid', 'urge', 'alignment', 'flockmates', 'last decade']"
Pairwise saturations in inductive logic programming,"['Drole M.', 'Kononenko I.']","['Bottom-up', 'Inductive logic programming', 'Machine learning', 'Saturation']",2017,"One of the main issues when using inductive logic programming (ILP) in practice remain the long running times that are needed by ILP systems to induce the hypothesis. We explore the possibility of reducing the induction running times of systems that use asymmetric relative minimal generalisation (ARMG) by analysing the bottom clauses of examples that serve as inputs into the generalisation operator. Using the fact that the ARMG covers all of the examples and that it is a subset of the variabilization of one of the examples, we identify literals that cannot appear in the ARMG and remove them prior to computing the generalisation. We apply this procedure to the ProGolem ILP system and test its performance on several real world data sets. The experimental results show an average speedup of 36% compared to the base ProGolem system and 12% compared to ProGolem extended with caching, both without a decrease in the accuracy of the produced hypotheses. We also observe that the gain from using the proposed method varies greatly, depending on the structure of the data set.",en,0,"['one', 'main', 'issue', 'using', 'inductive', 'logic', 'programming', 'ilp', 'practice', 'remain', 'long', 'running', 'time', 'needed', 'ilp', 'system', 'induce', 'hypothesis', 'explore', 'possibility', 'reducing', 'induction', 'running', 'time', 'system', 'use', 'asymmetric', 'relative', 'minimal', 'generalisation', 'armg', 'analysing', 'bottom', 'clause', 'example', 'serve', 'input', 'generalisation', 'operator', 'using', 'fact', 'armg', 'cover', 'example', 'subset', 'variabilization', 'one', 'example', 'identify', 'literal', 'cannot', 'appear', 'armg', 'remove', 'prior', 'computing', 'generalisation', 'apply', 'procedure', 'progolem', 'ilp', 'system', 'test', 'performance', 'several', 'real', 'world', 'data', 'set', 'experimental', 'show', 'average', 'speedup', 'compared', 'base', 'progolem', 'system', 'compared', 'progolem', 'extended', 'caching', 'without', 'decrease', 'accuracy', 'produced', 'hypothesis', 'observe', 'gain', 'using', 'proposed', 'varies', 'greatly', 'depending', 'structure', 'data', 'set', 'inductive logic']"
1-Homogeneous graphs with cocktail party μ-graphs,"['Jurisic A.', 'Koolen J.']","['1-homogeneous', 'Cocktail party graph', 'Distance-regular graph', 'Johnson graph']",2003,"Let Γ be a graph with diameter d ≥ 2. Recall Γ is 1-homogeneous (in the sense of Nomura) whenever for every edge xy of Γ the distance partition {{z ε V(Γ) | ∂(z, y) = i, ∂(x,z) = j} | 0 ≤ i, j ≤ d} is equitable and its parameters do not depend on the edge xy. Let Γ be 1-homogeneous. The Γ is distance-regular and also locally strongly regular with parameters (v′, k′, λ′, μ′), where v′ = k, k′ = a",en,14,"['let', 'graph', 'diameter', 'recall', 'sense', 'nomura', 'whenever', 'every', 'edge', 'xy', 'distance', 'partition', 'equitable', 'parameter', 'depend', 'edge', 'xy', 'let', 'distance-regular', 'locally', 'strongly', 'regular', 'parameter']"
Graph grammar induction as a parser-controlled heuristic search process,"['Furst L.', 'Mernik M.', 'Mahnic V.']","['graph grammar induction', 'graph grammar parsing', 'Graph grammars', 'heuristic search']",2012,"A graph grammar is a generative description of a graph language (a possibly infinite set of graphs). In this paper, we present a novel algorithm for inducing a graph grammar from a given set of 'positive' and 'negative' graphs. The algorithm is guaranteed to produce a grammar that can generate all of the positive and none of the negative input graphs. Driven by a heuristic specific-to-general search process, the algorithm tries to find a small grammar that generalizes beyond the positive input set. During the search, the algorithm employs a graph grammar parser to eliminate the candidate grammars that can generate at least one negative input graph. We validate our method by inducing grammars for chemical structural formulas and flowcharts and thereby show its potential applicability to chemical engineering and visual programming.",en,5,"['graph', 'grammar', 'generative', 'description', 'graph', 'language', 'possibly', 'infinite', 'set', 'graph', 'present', 'novel', 'algorithm', 'inducing', 'graph', 'grammar', 'given', 'set', 'positive', 'negative', 'graph', 'algorithm', 'guaranteed', 'produce', 'grammar', 'generate', 'positive', 'none', 'negative', 'input', 'graph', 'driven', 'heuristic', 'specific-to-general', 'search', 'process', 'algorithm', 'try', 'find', 'small', 'grammar', 'generalizes', 'beyond', 'positive', 'input', 'set', 'search', 'algorithm', 'employ', 'graph', 'grammar', 'parser', 'eliminate', 'candidate', 'grammar', 'generate', 'least', 'one', 'negative', 'input', 'graph', 'validate', 'inducing', 'grammar', 'chemical', 'structural', 'formula', 'flowchart', 'thereby', 'show', 'potential', 'applicability', 'chemical', 'engineering', 'visual', 'programming']"
Learning and teaching numerical methods with a system for automatic assessment,"['Jerse G.', 'Lokar M.']",[],2017,"The emphasis in several courses at technical facilities is on using a computer to perform numerical methods. Instead of focusing on mathematical rigorousness such courses usually concentrate on demonstrating the practical usage of numerical mathematical methods to the students. The practical usage of numerical methods is best learned by exposing the students to a large set of exercises, which they have tn solve The process of solving problems has to be supervised in order to provide the students with a swift feedback about the quality of their solutions. The following paper presents a web system for automatic assessment called Projekt Tomo, which was developed as a support tool for leaching programming and numerical methods oriented classes.",en,1,"['emphasis', 'several', 'course', 'technical', 'facility', 'using', 'computer', 'perform', 'numerical', 'instead', 'focusing', 'mathematical', 'rigorousness', 'course', 'usually', 'concentrate', 'demonstrating', 'practical', 'usage', 'numerical', 'mathematical', 'student', 'practical', 'usage', 'numerical', 'best', 'learned', 'exposing', 'student', 'large', 'set', 'exercise', 'tn', 'solve', 'process', 'solving', 'problem', 'supervised', 'order', 'provide', 'student', 'swift', 'feedback', 'quality', 'solution', 'following', 'present', 'web', 'system', 'automatic', 'assessment', 'called', 'projekt', 'tomo', 'developed', 'support', 'tool', 'leaching', 'programming', 'numerical', 'oriented', 'class']"
Anticipation mobile digital health: Towards personalized proactive therapies and prevention strategies,"['Pejovic V.', 'Mehrotra A.', 'Musolesi M.']","['Anticipatory mobile computing', 'Anticipatory mobile digital health', 'Machine learning', 'Mobile sensing', 'Ubiquitous computing']",2017,"Recent advances in healthcare illuminated the role that individual traits and behaviors play in a person’s health. Consequently, a need has arisen for, currently expensive and non-scalable, continuous long-term patient monitoring and individually tailored therapies. Equipped with an array of sensors, high-performance computing power, and carried by their owners at all times, mobile computing devices promise to enable continuous patient monitoring, and, with the help of machine learning, build predictive models of patient’s health and behavior. Moreover, through their close integration with a user’s lifestyle, mobiles can be used to deliver personalized proactive therapies. In our work we develop the concept of anticipatory mobile-based healthcare (anticipatory mobile digital health) and examine the opportunities and challenges associated with its practical realization.",en,2,"['recent', 'advance', 'healthcare', 'illuminated', 'role', 'individual', 'trait', 'behavior', 'play', 'person', 'health', 'consequently', 'need', 'arisen', 'currently', 'expensive', 'non-scalable', 'continuous', 'long-term', 'patient', 'monitoring', 'individually', 'tailored', 'therapy', 'equipped', 'array', 'sensor', 'high-performance', 'computing', 'power', 'carried', 'owner', 'time', 'mobile', 'computing', 'device', 'promise', 'enable', 'continuous', 'patient', 'monitoring', 'help', 'machine', 'learning', 'build', 'predictive', 'model', 'patient', 'health', 'behavior', 'moreover', 'close', 'integration', 'user', 'lifestyle', 'mobile', 'used', 'deliver', 'personalized', 'proactive', 'therapy', 'work', 'develop', 'concept', 'anticipatory', 'mobile-based', 'healthcare', 'anticipatory', 'mobile', 'digital', 'health', 'examine', 'opportunity', 'challenge', 'associated', 'practical', 'realization']"
Gathering a dataset of multi-modal mood-dependent perceptual responses to music,"['Pesek M.', 'Godec P.', 'Poredos M.', 'Strle G.', 'Guna J.', 'Stojmenova E.', 'Pogacnik M.', 'Marolt M.']","['Color perception', 'Human computer interaction', 'Mood estimation', 'Music information retrieval']",2014,"The paper presents a new dataset that captures the effect of mood on visual and auditory perception of music. With an online survey, we have collected a dataset of over 6600 responses capturing users' mood, emotions evoked and expressed by music and the perception of color with regard to emotions and music. We describe the methodology of gathering the responses and present two new models for capturing users' emotional states: the MoodGraph and MoodStripe. Also, general research questions and goals, as well as possible future applications of the collected dataset, are being discussed.",en,3,"['present', 'new', 'dataset', 'capture', 'effect', 'mood', 'visual', 'auditory', 'perception', 'music', 'online', 'survey', 'collected', 'dataset', 'response', 'capturing', 'user', 'mood', 'emotion', 'evoked', 'expressed', 'music', 'perception', 'color', 'regard', 'emotion', 'music', 'describe', 'gathering', 'response', 'present', 'two', 'new', 'model', 'capturing', 'user', 'emotional', 'state', 'moodgraph', 'moodstripe', 'general', 'question', 'goal', 'well', 'possible', 'future', 'application', 'collected', 'dataset', 'discussed']"
Information-Based Evaluation Criterion for Classifier's Performance,"['Kononenko I.', 'Bratko I.']","['Classifier', 'evaluation criteria', 'information theory', 'machine learning']",1991,"In the past few years many systems for learning decision rules from examples were developed. As different systems allow different types of answers when classifying new instances, it is difficult to appropriately evaluate the systems' classification power in comparison with other classification systems or in comparison with human experts. Classification accuracy is usually used as a measure of classification performance. This measure is, however, known to have several defects. A fair evaluation criterion should exclude the influence of the class probabilities which may enable a completely uninformed classifier to trivially achieve high classification accuracy. In this paper a method for evaluating the information score of a classifier's answers is proposed. It excludes the influence of prior probabilities, deals with various types of imperfect or probabilistic answers and can be used also for comparing the performance in different domains. All rights reserved.",en,119,"['past', 'year', 'many', 'system', 'learning', 'decision', 'rule', 'example', 'developed', 'different', 'system', 'allow', 'different', 'type', 'answer', 'classifying', 'new', 'instance', 'difficult', 'appropriately', 'evaluate', 'system', 'classification', 'power', 'comparison', 'classification', 'system', 'comparison', 'human', 'expert', 'classification', 'accuracy', 'usually', 'used', 'measure', 'classification', 'performance', 'measure', 'however', 'known', 'several', 'defect', 'fair', 'evaluation', 'criterion', 'exclude', 'influence', 'class', 'probability', 'may', 'enable', 'completely', 'uninformed', 'classifier', 'trivially', 'achieve', 'high', 'classification', 'accuracy', 'evaluating', 'information', 'score', 'classifier', 'answer', 'proposed', 'excludes', 'influence', 'prior', 'probability', 'deal', 'various', 'type', 'imperfect', 'probabilistic', 'answer', 'used', 'comparing', 'performance', 'different', 'domain', 'right', 'reserved', 'right reserved']"
Clustering-based typology and analysis of private small-scale forest owners in Slovenia,"['Kumer P.', 'Strumbelj E.']","['Forest owner typology', 'k-Medoids', 'Management objectives', 'Non-industrial forest owners', 'Policy instruments', 'Private owners', 'Values']",2017,"Small-scale private forest owners (SPFO) have been recognized as a relatively heterogeneous social group; therefore typology and classification have become key to describe their characteristics and differences. Most of Slovenian forest is owned by SPFOs. To understand why these forest estates are relatively poorly managed, the owners' values and objectives were analysed. We conducted a questionnaire-based survey (n=387) and based our typology on three values and four management variables. The typology was constructed automatically, using the k-medoids clustering algorithm. Clustering resulted in two clusters, which were our basis for two types of owners: “engaged” and “detached”. We analysed these two types through socio-economic and broader geo-spatial perspectives. We found that multi-objective orientation and high valuation of production function are positively related to active forest management and to the likelihood that the forest will be managed in the future. Conversely, higher value to environmental and social function corresponds to lower management levels. Spatial patterns of owners residencies and forest estates influence managing decisions. Results confirm the importance of spatial factors and owner values and objectives for understanding forest management.",en,5,"['small-scale', 'private', 'forest', 'owner', 'spfo', 'recognized', 'relatively', 'heterogeneous', 'social', 'group', 'therefore', 'typology', 'classification', 'become', 'key', 'describe', 'characteristic', 'difference', 'slovenian', 'forest', 'owned', 'spfos', 'understand', 'forest', 'estate', 'relatively', 'poorly', 'managed', 'owner', 'value', 'objective', 'analysed', 'conducted', 'questionnaire-based', 'survey', 'based', 'typology', 'three', 'value', 'four', 'management', 'variable', 'typology', 'constructed', 'automatically', 'using', 'k-medoids', 'clustering', 'algorithm', 'clustering', 'resulted', 'two', 'cluster', 'basis', 'two', 'type', 'owner', 'engaged', 'detached', 'analysed', 'two', 'type', 'socio-economic', 'broader', 'geo-spatial', 'perspective', 'found', 'multi-objective', 'orientation', 'high', 'valuation', 'production', 'function', 'positively', 'related', 'active', 'forest', 'management', 'likelihood', 'forest', 'managed', 'future', 'conversely', 'higher', 'value', 'environmental', 'social', 'function', 'corresponds', 'lower', 'management', 'level', 'spatial', 'pattern', 'owner', 'residency', 'forest', 'estate', 'influence', 'managing', 'decision', 'confirm', 'importance', 'spatial', 'factor', 'owner', 'value', 'objective', 'understanding', 'forest', 'management']"
